categoria,tempo_preparo,rendimento,ingredientes
bolos-e-tortas-doces,40MIN,10 porções,1 xicara de margarina derretida 3 xicaras de acucar 1 xicara de chocolate em po 2 xicaras de cafe pronto 4 xicaras de farinha de trigo 1 colher de sopa rasa de fermento em po 4 ovos separados gemas e claras 2 colheres de sopa de margarina 1 lata de leite condensado 1 gema peneirada 5 colheres de sopa de cafe pronto 4 colheres de sopa de chocolate em po
carnes,60MIN,10 porções,15 kg de contra-file cortado em bife ou qualquer carne que use para fazer bife 3 tomates medios 3 cebolas medias 2 pimentoes verdes 1 lata de creme de leite
aves,240MIN,8 porções,1 kg de coxa e sobrecoxa de frango 1 pacote de creme de cebola 4 colheres de sopa de maionese 3 batatas grandes cortadas em quatro partes 1/2 xicara de cha de vinho tinto suave sal coentro tempero baiano a gosto
peixes-e-frutos-do-mar,20MIN,6 porções,600 g de cacao cortado em cubos 500 g de camarao medio limpo 6 lagostins 300 g de mexilhao 500 g de lula cortada em aneis 5 batatas medias 3 tomates maduros cortados em rodelas 3 cebolas cortadas em rodelas 1 pimentao cortado em rodelas 2 cubos de caldo de camarao cheiro verde a gosto coentro a gosto sal a gosto limao para lavar os frutos do mar 1/2 xicara de azeite de oliva 6 dentes de alho grandes
massas,60MIN,20 porções,2 copos de leite morno 2 colheres de sopa rasa de fermento biologico 2 colheres de acucar 1 colher rasa de sal 2 colheres de margarina cheia 3 colheres de oleo 2 gemas 6 xicaras de trigo aproximadamente
doces-e-sobremesas,60MIN,20 porções,1 litro de leite 4 gemas peneiradas 1 lata de leite condensado 2 colheres de sopa de amido de milho 1 colher de cha de essencia de baunilha opcional 4 claras batidas em neve 1 xicara de acucar cristal 1/3 xicara de acucar de confeiteiro 1 caixa de creme de leite 1 caixa de creme de leite 200g de chocolate meio-amargo 4 pacotes de negresco
bolos-e-tortas-doces,40MIN,12 porções,2 colheres de sopa de margarina 1 xicara e 1/2 de acucar 1 xicara e 1/2 de leite 3 xicaras de farinha de trigo 1 colher de sopa de fermento em po mais ou menos 6 bananas bem maduras 1 xicara de acucar 1 colher de sopa de canela
carnes,30MIN,6 porções,tortilhas para o taco 2 xicaras cha de farinha de trigo 1 e 1/2 xicara cha de agua morna sal a gosto 1 tigela com agua para umedecer a mao para trabalhar a massa guacamole 2 tomates medios sem sementes 1 pimenta dedo-de-moca media folhas de 1/2 maco medio de coentro 1 abacate medio 1 cebola media picada suco de 1 limao medio 3 colheres sopa de azeite de oliva sal a gosto chilli 600 g de carne de porco cozida 250 g de coxao mole ou alcatra cozida 1 colher de cha de oleo 2 cebolas medias fatiadas 3 fatias medias de bacon em pedacos pequenos 2 tomates medio sem pele e sem sementes picados 1 colher sopa de chilli em po 1 xicara cha de feijao em conserva 6 folhas de alface picadas finamente 4 colheres sopa de creme de leite suco de limao
aves,90MIN,1 porção,15 kg de peito de peru comprar desossado e temperado 120 g de banana passa 300 ml de agua 100 g de acucar 150 g de tamarindo fresco salsinha picada sal e pimenta-do-reino moida na hora a gosto
peixes-e-frutos-do-mar,120MIN,8 porções,18 caranguejos 18 siris 2 pratos fundos de ostras 2 pratos fundos de sururu 2 kg de peixe fresco e de primeira badejo 1 kg de camaroes pequenos frescos sem casca 2 duzias de ovos 3 latas de palmito em conserva ou 12 palmitos naturais 2 lagostas 10 macos de coentro 2 cabecas de alho 5 cebolas 1 kg de tomate pimenta malagueta pimenta do reino sal azeite oleo urucum 12 limoes azeitonas verdes
massas,150MIN,16 porções,4 xicaras de cha de farinha de trigo especial peneirada aproximadamente 30 g de fermento biologico 1 colher de sopa de farinha de trigo 1 colher de sopa de acucar refinado 3/4 de xicara de cha de leite morno aproximadamente 1 colher de cafe de sal ou massa de alho oleo de soja aproximadamente 1/4 de xicara farinha de trigo o quanto baste para dar liga a massa oleo para untar as assadeiras
doces-e-sobremesas,30MIN,20 porções,600 ml de leite de vaca 1 lata leite condensando 1 vidro de leite de coco 1 caixinha de creme de leite 100 g de coco ralado 8 colheres de amido de milho 1 xicara e 1/2 de acucar 1 xicara de agua 150 g de ameixa preta
bolos-e-tortas-doces,40MIN,14 porções,300 g de ricota picada 1 lata de leite condensado 1 lata de leite comum 4 ovos 1 colher de sopa de margarina 2 colheres de sopa de maizena 1 colher de cha de essencia de baunilha 250 g de goiabada 1/4 xicara de agua 1/4 xicara de vinho tinto suave
carnes,30MIN,0 porções,1/2 kg de farinha de milho amarela 1 l e 1/2 de agua 2 cubinhos de caldo de carne 4 colheres de sopa de oleo 2 colheres de sopa de farinha de mandioca 1/2 kg de carne moida cebola picada alho amassado salsinha e cebolinha picadas sal e pimenta do reino a gosto
aves,45MIN,8 porções,1 kg de coxa e sobrecoxa de frango temperados 4 colheres sopa de queijo parmesao ralado 3 colheres sopa de farinha de rosca 2 colhers sopa de salsa picada 2 tabletes de caldo de galinha maionese
peixes-e-frutos-do-mar,15MIN,1 porção,200 g de files de merluza ou pescada sal a gosto suco de meio limao 1 dente de alho pequeno picado 1 colher de sopa de cebola picada 1/2 colher de sopa de salsa picada 1/2 colher de sopa de cebolinha picada 4 colheres de sopa de vinho branco
massas,60MIN,20 porções,1 ovo 7 colheres de acucar 1 colher sopa de sal 2 copos de requeijao agua morna 8 colheres sopa de oleo 2 colheres sopa fermento seco 5 a 6 xicaras de farinha trigo
doces-e-sobremesas,50MIN,0 porções,6 gemas 2 latas de leite condensado 2 latas de leite use a lata de leite condensado como medida 6 colheres de chocolate em po 1 colher de margarina chocolate granulado para decorar
bolos-e-tortas-doces,50MIN,14 porções,1 copo de iogurte natural 1 copo de oleo nao muito cheio 3 ovos 2 copos de trigo 1 1/2 copo de acucar 1 colher sopa de fermento
carnes,50MIN,100 porções,1 litro de leite 8 colheres de sopa de maionese 2 colheres de caldo de galinha 1 sazon amarelo sal a gosto 4 xicaras e 1/2 de farinha de trigo peneirada leite e farinha de rosca para empanar oleo para fritar
aves,95MIN,4 porções,4 codornas grandes 1 garrafa de vinho branco seco 1 colher de cha de paprica doce 1 colher de cha de paprica picante 1/2 maco de salvia fresca picada ou 2 colheres de sopa de salvia desidratada 1 cabeca de alho picado 50ml de azeite de oliva virgem 50g de manteiga ou margarina sal a gosto 4 galhos de alecrim
peixes-e-frutos-do-mar,40MIN,10 porções,400 g de bacalhau demolhado de vespera 1 kg de batata 3 colheres de azeite 1 dente de alho picado 1 cebola media picada 1/2 xicara de salsinha picada 1 colher de margarina 2 ovos 1/2 xicara de queijo ralado sal e pimenta do reino moida a gosto
massas,35MIN,10 porções,1 copo de leite 1 e 1/2copo de farinha de trigo 1 ovo inteiro 1/2 colher de cha de fermento royal 2 colheres de sopa de manteiga 2 colheres de sopa de queijo parmesao ralado
doces-e-sobremesas,120MIN,16 porções,3 ovos 1 xicara de acucar 1 xicara de farinha de trigo 1/2 xicara de agua 1 colher de cha de essencia de baunilha 1 colher de sopa de fermento em po 1 copo de guarana para regar 1 lata de leite condensado 1 lata de creme de leite 1 envelope de po para refresco sabor maracuja ou 1 copo de suco concentrado de maracuja 200 ml de chantilly 1 polpa de maracuja bem maduro 2 colheres de sopa de acucar
bolos-e-tortas-doces,60MIN,16 porções,1 massa de bolo sabor baunilha 3 ovos 2 colheres de manteiga ou 150g 150 ml de leite integral corantes vegetais comestiveis azul amarelo vermelho laranja roxo e verde 1 leite condensado 1 creme de leite 1 barra de 150 g chocolate meio amargo 3 colheres de sopa de conhaque 1 pacote de granulado colorido
carnes,75MIN,10 porções,1 1/2 kg de contra file em uma peca inteira 100 g de bacon 4 cubos de caldo de picanha 1 xicara cha de agua fervente 6 batatas medias descascadas e cortadas ao meio no sentido do comprimento
aves,90MIN,4 porções,inventei este prato para o meu restaurante e ele faz muito sucesso 1 kilo de sobre coxa de frango vinagre branco 3 cebolas picadinhas 1 cabeca de alho oleo p/refogar 1 copo e meio de queijo cheddar cremoso sal pouca quantidade pois o queijo cheddar ja e salgado 2 colheres de sopa de cachaca 1/2 xicara de cafezinho de cerveja
peixes-e-frutos-do-mar,20MIN,3 porções,18 camaroes grandes e inteiros alho pimenta vermelha moida oleo extra virgem de oliva sal
massas,70MIN,6 porções,1 pacote de massa para pastel retangular 250 g de mussarela 250 g de presunto 200 g de massa de tomate 600 ml de leite 1 tablete de caldo de carne
doces-e-sobremesas,45MIN,0 porções,1 lata de leite condensado 3 vezes a mesma medida da lata de leite 1/2 xicara de cha de maizena 400 g de chocolate branco ralado no rolo grosso 2 pacotes de bolacha tipo maizena 1 lata de creme de leite sem soro
bolos-e-tortas-doces,30MIN,10 porções,4 ovos 1 xicara de acucar mascavo 100 g de margarina sem sal 1 xicara de aveia em flocos 1 xicara e 1/2 de farinha de trigo 1 colher sopa de fermento em po 2 macas picadas 3 bananas picadas
carnes,60MIN,40 porções,1 kg de farinha de trigo 2 copos de leite morno 50 g de fermento para pao fleischmann - biologico 3 colheres de acucar 1 colher de cha de sal 2 xicaras de cafe de oleo 500 g de carne moida 1 cebola pequena sal salsinha 4 tomates sem semente pimenta do reino 4 dentes de alho
aves,300MIN,1 porção,1 peru de 5 a 6 kg 1/2 xicara de cha de vinagre 1/2 garrafa de vinho branco seco suco de 1 limao 2 colheres de cha de molho de pimenta vermelha 2 colheres de sopa de sal 1 cebola 3 dentes de alho cheiro verde 1 folha de louro 250g de maionese
peixes-e-frutos-do-mar,20MIN,4 porções,2 colheres sopa de manteiga 1 cenoura picada 1/2 xicara cha de aipo picado 1/2 kg de file de linguado 2 tabletes de caldo de camarao 1 colher sopa de farinha de trigo
massas,60MIN,5 porções,1 cebola grande picada 1 xcara cha de leite morno 1 xicara cha de oleo 1 pitada de sal 1 pitada de acucar 3 ovos 50 g de fermento para pao 1 kg de trigo
doces-e-sobremesas,15MIN,6 porções,1 lata de leite condensado 2 latas de creme de leite sem soro a mesma medida de suco de maracuja concentrado 1 barra de chocolate ao leite 170 g
bolos-e-tortas-doces,40MIN,10 porções,massa 2 copos 300 ml de leite 2 copos 300 ml de farinha de trigo 1 copo 300 ml de oleo de soja 100 g de queijo parmesao ralado 1 colher sopa de fermento em po 2 ovos 1 caixinha de creme de leite recheio 1 peito de frango desfiado temperos a gosto cobertura 1 caixinha de creme de leite 1 copo de requeijao culinario
carnes,40MIN,8 porções,1 kg de bisteca suina 2 envelopes de sazon sabor do nordeste suco de 1 limao 2 dentes de alho amassados sal a gosto
aves,50MIN,4 porções,1 envelope de creme de cebola suco de 2 laranjas 3 colheres de sopa de maionese 4 franguinhos de leite
peixes-e-frutos-do-mar,40MIN,6 porções,1 kg de camarrao fresco 1/4 xicara de cha de suco de limao 3 dentes de alho socados 1 colher de sobremesa de sal 1/5 kg de aipim mandioca 1/2 xicara de cha de oleo de oliva 1 cebola grande ralada 1/2 kg de tomate sem pele e sem sementes picadas 1 pimentao vermelho em rodelas 2 pimentas malaguetas socadas 1 colher de cha de coentro picado 1 xicara de cha de azeitede dende 2 xicaras de cha de leite de coco
massas,150MIN,100 porções,600 ml de leite desnatado 3/4 de copo de adocante para forno e fogao 2 envelopes de fermento biologico 1/2 copo de azeite 1 colher de sobremesa de sal 1 ovo 1 e 1/2 kg de farinha de trigo
doces-e-sobremesas,30MIN,15 porções,6 gelatinas de diferentes sabores e cores diferentes 1 pacote de gelatina sem sabor 10 g 1 lata de creme de leite 1 lata de leite condensado
bolos-e-tortas-doces,90MIN,14 porções,2 embalagens de bolo de chocolate ou uma receita de sua preferencia ingredientes pedidos na caixinha 3 caixas de chantilly amelia bem geladas 4 colheres de sopa de nescau 2 barrinhas de chocolate ao leite ou meio amargo das pequenas 11 bombons usei sonho de valsa e ouro branco 2 copos de leite com nescau a gosto
carnes,30MIN,6 porções,2 xicaras de arroz 2 tabletes de caldo de galinha 2 ovos 3 colheres sopa de queijo ralado 100 g de presunto picado 100 g de mussarela picada 1 colher de extrato de tomate 3 tomates sem pele
aves,30MIN,10 porções,2kg de peito de frango 2 latas de milho verde 4 macas acidas picadas 500g de passas sem caroco 100g de azeitonas picadas 1 lata de castanhas de caju picadas 1 vidro de maionese 500g de batata palha
peixes-e-frutos-do-mar,60MIN,10 porções,1 kg bacalhau em lascas 1 kg batata inglesa 500 g de cebelas 100 g de alho 500 ml de azeite extra virgem
massas,60MIN,8 porções,500g de espaguete 8 5 folhas de acelga 1 cenoura media 1 cebola grande 5 vagem  ja aferventadas  1 cabeca pequena de couve flor 200g de carne de boi em tiras 200g de peito de frango em cubo 1/2 pimentao verde 1/2 pimentao vermelho ou amarelo 1 ovo 2 xicara de shoyo tradicional molho de soja  1 colher de acucar  sopa  4 colheres de amido de milho  sopa  sal a gosto
doces-e-sobremesas,30MIN,10 porções,1 lata de leite condensado 2 latas de leite de vaca 1 colher de sopa de maisena 200 g de coco ralado 6 colheres de nescau 1 lata de creme de leite
bolos-e-tortas-doces,0MIN,0 porções,1 kg de batata - doce 100 g de manteiga 3 ovos 1 pacote de coco seco ralado 100 g 3 colheres sopa de acucar 1 lata de leite moca 1 colher sopa de fermento em po manteiga para untar acucar de confeiteiro
carnes,5MIN,1 porção,para 1 porcao 125 g de carne moida de primeira moida 3 vezes 40 g de cebola 20 ml de azeite de oliva sal e pimenta do reino a gosto cebolinha verde e salsinha picadinhas
aves,30MIN,10 porções,2 peitos de galinha cozidos e desfiados 400g de bacon picado 3 cebolas em rodelas 10 paes frances picados 1 litro de leite 1 caixa de creme de leite 1 lata de milho 1 lata de ervilha 100g de passas opcional
peixes-e-frutos-do-mar,20MIN,3 porções,12 camaroes grandes sem casca e com rabo 1/2 kg de catupiry bem gelado 2 mandiocas raladas em ralo grosso oleo para fritar
massas,60MIN,14 porções,1 xicara de oleo 1 copo de leite morno 50 g de fermento para pao sal a gosto farinha de trigo o suficiente para massa soltar da mao 500 g de presunto 500 g de mussarela 4 tomates em fatias salsinha picada oregano e sal a gosto azeite para regar uma gema para pincelar
doces-e-sobremesas,80MIN,8 porções,1 e 1/4 de xicara de farinha de trigo 1 colher sopa rasa de fermento em po 1 colher sopa de acucar 1/2 colher sobremesa de sal 1 ovo batido 1 e 1/4 xicara de leite ou leite de soja 1 colher sopa de oleo
bolos-e-tortas-doces,60MIN,15 porções,1 copo de iogurte natural 1 copo americano de oleo nao cheio 4 ovos 1 gelatina sabor limao sem dissolver 1 1/2 xicaras de acucar 3 xicaras de farinha de trigo 1 colher sopa de fermento em po 1 lata de leite condensado suco de 2 limoes raspas da casca desses 2 limoes
carnes,60MIN,8 porções,1 kg e 1/2 de costela 800 g de linguica toscana 1 cebola grande cortada em rodelas
aves,40MIN,7 porções,1 kg de frango 1 xicara cha de suco de laranja 1 colher sopa de sal 1 colher sopa de mostarda 1 colher sopa de paprica 1 colher sopa de casca de laranja ralada 1 cebola ralada 1/2 xicara cha de oleo 1 lata de ervilha
peixes-e-frutos-do-mar,60MIN,12 porções,1 kg de bacalhau 1 kg de batata 2 dentes de alho 2 pimentoes vermelhos sem sementes 2 colheres de sopa de salsinha picada 12 azeitonas pretas 1 colher de sopa de vinagre 1/2 copo de azeite de oliva
massas,40MIN,5 porções,3 xicaras de farinha de trigo 1/2 xicara de oleo 1 xicara de leite 2 colheres de sopa de royal 1 colher de sopa de acucar sal a gosto 5 tomates 1 ou 2 cebolas 1 lata de sardinha
doces-e-sobremesas,30MIN,10 porções,500 ml de leite 1 lata de leite condensado 1 gema 4 colheres de amido de milho 1 xicara de achocolatado em po 1 lata de creme de leite
bolos-e-tortas-doces,45MIN,20 porções,1 lata de leite condensado 1 lata de leite comum 1 colher de sopa de manteiga 3 gemas 1 colher de sopa de amido de milho 1 lata de pessego em caldas 3 claras em neve 6 colheres de sopa de acucar 1 lata de creme de leite sem soro pessegos para decorar 6 ovos com claras separadas 6 colheres de sopa de acucar 6 colheres de sopa de farinha de trigo 1 colher de sopa de fermento em po bolacha champanhe ou bolo de pao de lo
carnes,10MIN,10 porções,1 kg de contra file 1 cebola ralada 2 alhos picado tempero completo sal a gosto farinha de rosca 200g de presunto 200 g de mussarela 1 lata de molho de tomate pronto 1 gema de ovo para empanar os bifes
